,sentence
2060,이번 인사에서는 중기비전의 속도감 있는 실행을 위해 계열사 CEO 대부분이 유임됐다.
2061,그룹 전반의 대외환경 대응력 강화 차원에서 지주사 경영지원대표를 신설하고 CJ ENM 엔터테인먼트부문 강호성 대표를 임명했다.
2062,CJ ENM 엔터테인먼트 부문 신임 대표에는 구창근 CJ올리브영 대표가 내정됐다.
2063,공석이 된 CJ올리브영 신임 대표에는 영업본부장을 맡고 있던 이선정 경영리더가 내부 승진하여 취임한다.
2064,CJ 관계자는 “그룹의 미래를 위해 중기비전 중심의 혁신성장과 최고인재육성에 나설 사업가 전략가 중심의 발탁을 강화한 인사라고 설명했다.
2065,한편 CJ는 역량 있는 내부 인재의 조기발탁과 더불어 글로벌 유수 기업에서 독보적 경력을 쌓은 최고인재 영입도 적극 추진하고 있다.
2066,최근 폭스(Fox)미디어 성장전략책임자(CGO)를 지낸 정우성 경영리더가 CJ ENM 글로벌 CGO로 영입됐으며 비슷한 시기 글로벌 데이터 분석 전문기업 SAS 출신의 공승현 박사가 CJ대한통운 최적화솔루션담당으로 합류했다.
2067,더욱이 이 추세가 당분간 정보기술(IT) 기기 수요 감소로 이어질 것으로 보이자 SK하이닉스는 내년 투자는 물론 생산량까지 줄이겠다는 입장을 밝혔다.
2068,메모리반도체의 주요 공급처인 PC·스마트폰을 생산하는 기업들의 출하량이 급감한 탓이다.
2069,SK하이닉스는 그러면서 앞으로 상대적으로 수익성이 낮은 제품을 중심으로 감산에 나설 계획이라고 설명했다.
2070,이에 따라 내년 D램과 낸드플래시의 웨이퍼 생산량도 올해보다 감소할 것으로 전망된다.
2071,조석(사진) 현대일렉트릭 사장이 품질경영 선진화에 앞장선 공로를 인정받아 글로벌품질경영인 대상을 수상했다.
2072,이 자리에는 이동근 경총 부회장과 이동석 현대차 대표이사 자문단장을 맡은 이채필 전 고용노동부장관 종합심층진단의 총괄책임자(PM)인 함병호 한국교통대 교수 및 연구진 등이 참석했다.
2073,미국의 수준 높은 안전관리 시스템과 안전문화를 조사한 결과를 토대로 사업장의 안전관리체계 발전방안과 중장기 전략과제를 도출했다.
2074,특히 연구진은 현대차가 세계 최고수준의 안전경영체계를 구축하기 위해 안전조직의 역할·기능 강화뿐 아니라 인사·노무·교육 등 유관부서와의 협업체계를 전략적으로 구축해야 한다고 강조했다.
2075,이동근 부회장은 이번 종합심층진단을 계기로 현대차가 안전경영 분야에서도 글로벌 최고 수준에 도달하길 바란다며 국내 산업계 전반의 안전역량이 강화될 수 있도록 경총이 적극적으로 지원할 것이라고 말했다.
2076,이번주 실적 발표를 앞둔 기업중 상당수가 시장 예상치를 밑도는 어닝쇼크가 예상되는 가운데 실적 악화를 초래한 경기 위축·고물가 등 대외 불확실성이 내년 상반기까지 이어질 것이란 우울한 전망이 나오고 있기 때문이다.
2077,이에 전자업계는 허리띠를 졸라매며 생산라인 가동률 축소 투자 시기 조정 등 긴축경영에 본격 돌입하고 있다.
2078,수요 부진 여파에 액정표시장치(LCD) 패널 가격 하락과 TV용 유기발광다이오드(OLED) 패널 출하량이 감소한 영향이다.
2079,■생산가동률 축소·투자 재검토 업계 관계자는 우크라이나 사태 인플레이션 심화 등으로 인한 원달러 환율 상승 금리인상 등 소비 심리를 위축시킨 예측하지 못한 변수가 많았다며 다시 경기가 살아나기 위해선 이러한 악재들이 해소돼야 하는데 현재로선 그 시기를 가늠하기도 힘든 상황이라고 말했다.
2080,경기 부진이 장기화되면서 생산라인 가동률을 줄이거나 추가 투자를 재검토하는 기업들도 늘고 있다.
2081,삼성디스플레이·LG디스플레이는 삼성전자·LG전자에 공급하는 TV용 대형 디스플레이 신규 투자를 보류하기로 했다.
2082,삼성·LG·SK 등 주요 그룹은 총수 주재 하에 계열사 사장단 회의를 여는 등 위기 대응을 위한 비상경영에 들어갔다.
2083,업계 관계자는 고객사들이 기존 주문을 대폭 줄이면서 재고 부담이 커진 탓에 공장 가동률을 낮춰야 하는 상황이라며 당초 계획한 투자도 최대한 보수적으로 진행한다는 기조가 확산하고 있다고 전했다.
2084,헤럴드경제최정호 기자한국지역정보개발원과 한국지방재정공제회가 지난해 우수한 경영실적을 거두며 장관 표창을 받았다.
2085,지난해 경영실적 평가결과 공유 및 우수기관 표창 주요사업 추진상황 점검 향후 경영혁신 추진방향 논의 등을 위한 자리다.
2086,이번 보고회에서 우수기관으로 선정된 한국지역정보개발원과 한국지방재정공제회는 전반적으로 경영실적이 우수하고 차세대 시스템 구축 기반을 마련하는 등 혁신 행정을 위해 노력한 점이 평가받았다.
2087,한편 이날 보고회에 참석한 산하기관들은 윤석열 정부의 공공기관 혁신에 적극 동참하기로 뜻을 모으고 향후 혁신추진 방향 등에 대해 의견을 나눴다.
2088,이상민 행정안전부 장관은 “위기 극복과 민생 안정을 위해 새정부의 혁신 노력에 적극 동참해 줄 것과 “디지털플랫폼 정부 지방시대 국민안전 등 행안부 소관 국정과제의 성공적 추진에도 힘을 모아 줄 것을 당부했다.
2089,여성기업인 출신인 이영 중소벤처기업부 장관이 기조강연을 통해 중소기업 주요 정책 방향과 여성기업 디지털 전환을 위한 주요 사업에 관해 설명한다.
2090,현대차 전국 사업장 안전경영체계 종합심층진단 ·선진외국 우수사례 실태조사 실시한국경영자총협회와 현대자동차가 안전경영체계 종합심층진단 중간보고를 진행했다.
2091,한국경영자총협회와 현대자동차가 안전경영체계 종합심층진단 중간보고를 진행했다.
2092,이날 중간보고회에는 경총 이동근 부회장 현대차 이동석 대표이사와 자문단장을 맡은 이채필 전 고용노동부장관 종합심층진단의 총괄책임자(PM)인 한국교통대 함병호 교수 및 연구진 등이 참석했다.
2093,미국의 수준높은 안전관리 시스템 및 안전문화를 조사한 결과를 토대로 사업장의 안전관리체계 발전방안 및 중장기 전략과제를 도출했다.
2094,특히 연구진은 현대차가 세계 최고수준의 안전경영체계를 구축하기 위해서는 안전조직의 역할 및 기능 강화 뿐만 아니라 인사·노무·교육 등 유관부서와의 협업체계를 전략적으로 구축해야 한다고 강조했다.
2095,아울러 진단결과의 위상과 신뢰성을 제고하기 위해 산업안전·보건 경영 법학 언론 등 다양한 분야의 전문가가 자문단으로 활동할 예정이다.
2096,이동근 경총 부회장은 국내 최고의 전문가를 통해 사업장의 안전관리 시스템을 면밀하게 분석한 만큼 이번 종합심층진단을 계기로 현대차가 안전경영 분야에서도 글로벌 최고 수준에 도달하기를 바란다며 국내 산업계 전반의 안전역량이 강화될 수 있도록 경총이 적극적으로 지원할 것이라고 밝혔다.
2097,이동석 현대차 대표이사는 이번 종합심층진단 중간보고회를 통해 우리 회사가 나아가야 할 안전경영 전략을 보다 면밀히 수립할 계획이라며 앞으로 최고 수준의 안전관리 시스템이 정착되도록 더욱 노력하겠다고 말했다.
2098,최원석 BC카드 사장(왼쪽)과 이창훈 경기도주식회사 대표이사가 기념촬영을 하고 있다.
2099,이번 MOU로 두 회사는 ▲다회용기 사용 통한 친환경 배달문화 수립 ▲경기도 결식아동급식 지원 ▲상권활성화 위한 데이터 분석자료 제공 ▲가맹점주 위한 전용 식자재몰 구축(pay-Z 플랫폼 활용) ▲온누리상품권 이용 활성화 프로모션 등 ESG 확산을 위해 상호 협력하기로 했다.
2100,최원석 BC카드 사장은 최근 BC카드는 대규모 조림사업 해양생태계 정화활동 등 ESG 경영을 위한 다양한 활동들을 적극 추진하고 있다며 이번 협약을 통해 경기도주식회사 KT와 함께 도내 중소기업과 소상공인에게 상생의 가치를 제공할 수 있도록 지속적으로 협업해 나갈 것이라고 말했다.
2101,CJ그룹은 ‘장자 승계’ 원칙이 확고한 만큼 재계에서는 이 신임 실장의 보직 변경을 승계 작업의 핵심 수순으로 보고 있다.
2102,다만 지난해 상무부터 사장까지 임원 직급을 ‘경영리더’로 통합하면서 이번 승진 인사 명단에서 이 실장의 이름은 빠졌다.
2103,이 실장은 그간 담당해 온 미주를 넘어 유럽 아태 지역을 아우르는 글로벌 사업장의 컨트롤타워이자 미래 신성장 동력 발굴 및 사내벤처·외부 스타트업 협업 등의 역할을 맡으며 영향력을 넓히게 됐다.
2104,대내외 경영 환경의 불확실성이 커지는 만큼 기민하게 시장 변화에 대응하려는 차원이다.
2105,강호성 CJ주식회사 신임 경영지원대표지주사에 신설된 경영지원 대표에는 CJ ENM 엔터테인먼트부문 강호성 대표가 선임됐다.
2106,이선정 CJ올리브영 신임 대표이번 인사는 CJ가 지난해 발표한 ‘중기 비전’과 맞닿아 있다.
2107,CJ 관계자는 “그룹의 미래를 위해 중기 비전 중심의 혁신 성장과 최고 인재 육성에 나설 사업가 전략가 중심의 발탁을 강화한 인사라고 설명했다.
2108,이날 강 시장은 직접 콤바인에 시승해 벼베기 작업을 시연하며 여름철 이상기후로 잦은 강우에도 불구하고 농민들이 소중히 키운 벼를 수확하는 기쁨을 함께 나눴다.
2109,강 시장은 “농자재 인건비 상승과 쌀값 폭락 등 힘든 여건 속에서도 고품질 양주쌀 생산을 위해 최선을 다하는 농업인에게 감사를 표한다며 “현장 애로사항을 해결하기 위한 다각적인 사업을 검토해 농업인이 지원받을 수 있도록 노력하겠다고 말했다.
2110,롯데홈쇼핑 제공 파이낸셜뉴스 롯데가 중소 파트너업체들을 대상으로 환경·사회·지배구조(ESG) 경영 컨설팅에 나서며 상생을 강화하고 있다.
2111,파트너사들을 지속가능한 성장 동반자로 보고 성장에 필수적인 인프라 교육에 힘쓰고 있는 것이다.
2112,중소 파트너사의 경우 ESG 경영에 대한 관심은 있지만 적용에 애로사항이 많았다.
2113,롯데는 ESG경영 실천 노하우를 중소 파트너사에도 공유하며 다양한 활동을 펼치고 있다.
2114,롯데는 그룹차원에서 동반 성장 아카데미를 운영하며 롯데 임직원 교육 과정에 준하는 교육프로그램을 지원해 파트너사 직원 역량 강화에 도움을 주고 있다.
2115,이 세미나에서는 전문 인력 부재 비용 등 문제로 정보 습득 및 교육 등에 어려움을 겪고 있는 업체들을 대상으로 화학물질관리법 화학물질의 등록 및 평가 등에 관한 법률 및 개별 환경법 등을 강의했다.
2116,중소기업에 맞는 ESG 가이드 라인 교육을 통해 ESG 경영 전략 및 지표 수립 등을 돕고 있다.
2117,컨설팅이 종료되면 동반성장위원회의 ESG 우수기업 인증이 부여되고 롯데백화점에서 운영하는 동반성장 펀드 지원 연장 및 기금 우대 혜택 등을 제공한다.
2118,동반성장위원회는 중소기업 ESG 표준 가이드라인에 따라 ESG 교육 등을 종합적으로 지원할 예정이다.
